matchNumber,teamNumber,initials,autoSpeakerMade,autoSpeakerMissed,autoAmpMade,autoAmpMissed,teleopAmpMade,teleopAmpMissed,teleopSpeakerMade,teleopSpeakerMissed,notesFed,trapMade,trapMissed,climbed,buddyClimb,brokeDown,comments
46,3142,Sb,2,0,0,0,0,0,1,0,1,0,0,0,0,0,Tried to climb with a second left
46,1391,AV,4,0,0,0,0,0,3,0,1,0,0,0,0,0,Attempted buddy climb but something went wrong with their arm.
46,2191,TB,0,0,0,0,5,0,1,0,0,0,0,0,0,0,
47,427,SJ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No motion from start to end
47,7045,AV,0,0,0,0,0,0,2,0,0,0,0,1,0,0,
47,5895,CJ,3,0,0,0,1,0,11,0,0,0,0,0,0,0,
47,4342,LB,4,0,0,0,3,0,3,0,0,0,0,1,0,0,
47,316,TB,2,0,0,0,4,0,4,0,0,0,0,1,1,0,
47,5181,RA,2,0,0,0,0,0,3,0,1,0,0,1,1,0,Slow but consistent scoring and buddy climb.
48,223,RA,3,0,0,0,0,0,4,0,1,0,0,0,0,0,Missed the amp several times. Note stuck in robot for 10 seconds. Missed speaker shot.
48,102,CJ,3,0,0,0,4,0,1,0,0,0,0,0,0,0,Attempted climb
48,1089,AV,1,0,0,0,0,0,3,0,0,0,0,1,0,0,Attempted buddy climb their partner didn't climb.
48,321,TB,3,0,0,0,0,0,0,0,0,0,0,1,0,0,Intake broke
48,9094,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Got two notes stuck in shooter in auto and couldn't do anything
48,5438,SJ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No motion from start to last minute. Played defense after that. Missed one of its arm during stage
49,222,RA,1,0,0,0,0,0,5,0,0,0,0,0,0,0,Attempted a three piece auto. Might be able to trap?
49,1257,VC,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Played defence and failed to place in amp
49,272,SF,0,0,0,0,5,0,4,0,0,0,0,1,0,0,
49,2722,TB,0,0,0,0,3,0,4,0,0,0,0,0,0,0,
49,103,SM,3,0,0,0,0,0,4,0,1,0,0,0,0,0,Shot lots of notes from source towards speaker to shoot when amplified
49,1923,LB,2,0,0,0,5,0,2,0,0,1,0,0,0,0,
50,75,SM,1,0,0,0,1,0,3,0,1,0,0,0,0,0,"Attempted buddy climb but didn't make it up in time, struggled to score some in amp"
50,5401,VC,4,0,0,0,0,0,12,0,0,0,0,1,0,0,Was Fed to
50,1218,TB,1,0,0,0,1,0,5,0,0,0,0,1,0,0,
50,6226,LB,0,0,1,0,3,0,0,0,0,0,0,1,0,0,
50,9015,RA,1,0,0,0,2,0,3,0,1,0,0,0,0,0,Can climb but was to slow.
50,484,SF,0,0,0,0,1,0,0,0,0,0,0,1,0,0,
51,2495,VC,0,0,0,0,0,0,6,0,0,0,0,1,1,0,Auton was 1 note but missed and then parks near middle
51,4285,TB,3,0,0,0,0,0,4,0,1,0,0,0,0,0,
51,4361,SF,0,0,0,0,7,0,1,0,0,0,0,1,0,0,
51,4573,LB,1,0,0,0,0,0,2,0,0,0,0,0,0,0,
51,365,Sb,1,0,0,0,5,0,2,0,1,0,0,1,0,0,"Auto went to center but didn't pick note up
Took so time intaking at times"
51,555,SM,4,0,0,0,0,0,4,0,0,0,0,1,1,0,Got note stuck under robot for part of the match but got it out in time to score notes in speaker
52,5992,VC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Played defence at source;played clean but got in 1640s way
52,1640,SF,3,0,0,0,5,0,3,0,0,0,0,0,0,0,
52,1403,Sb,2,0,0,0,6,0,3,0,0,0,0,0,0,1,"Likely scored  more I was distracted
Stopped working at the amp at one point
I missed it they got the climb"
52,7414,SM,0,0,0,0,1,0,2,0,0,0,0,0,0,1,"Missed their auto shot, died in field at 35 seconds left, struggled to shoot one of their notes into speaker"
52,1807,TB,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Lots of lobbing
53,5684,Sb,1,0,0,0,3,0,5,0,0,0,0,0,0,0,"Didn't go to climb
May have scored a note or two more"
53,293,LB,4,0,0,0,0,0,1,0,0,0,0,0,0,1,
53,3142,TB,1,0,0,0,2,0,5,0,0,0,0,0,0,0,
53,3637,ME,1,0,0,0,0,0,4,0,1,0,0,0,0,0,
53,1676,MI,4,0,0,0,2,0,3,0,1,1,0,1,0,0,
53,2191,SG,1,0,0,0,2,0,1,0,0,0,0,0,0,0,Missed most speaker shots
54,2607,MI,3,0,0,0,3,0,3,0,0,0,0,0,0,0,
54,714,TB,1,0,0,0,0,0,2,0,1,0,0,1,0,0,Lobster
54,1279,ME,1,0,0,0,0,0,4,0,0,0,0,0,0,0,
54,341,Sb,2,0,0,0,1,0,7,0,0,0,0,1,1,0,"Lost track of the number of notes in auto
Amp kept not working"
54,9027,SG,0,0,0,0,0,0,2,0,1,0,0,1,0,0,"Short on speaker shots, no auton"
55,102,SG,1,0,0,0,4,0,0,0,0,0,0,0,0,0,Hit by another robot while trying to climb
55,7110,ME,0,0,0,0,0,0,2,0,0,0,0,0,0,0,
55,1811,MI,1,0,0,0,3,0,5,0,0,0,0,1,0,0,
55,4342,Sb,3,0,0,0,4,0,1,0,0,0,0,0,0,0,"Got slowed by 7110 a good bit
Didn't get buddy climb with partner with seconds left"
56,222,SG,1,0,0,0,1,0,4,0,0,0,0,1,0,0,
56,427,RA,3,0,0,0,3,0,7,0,0,0,0,0,0,0,4 piece was stolen from them by allied auto. Amazing work team work helped them score 12 notes but looks like no climb.
56,7045,ME,1,0,0,0,0,0,1,0,0,0,0,1,0,0,
56,11,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shooter broke
56,321,Sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"played vary good defense
Left community auto"
56,9094,MI,2,0,0,0,4,0,6,0,0,0,0,1,0,0,
57,223,Sb,3,0,0,0,2,0,4,0,0,0,0,0,0,0,"I believe their partners interfered with auto 
I was distracted probably scored more"
57,1257,AV,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
57,1168,SJ,2,0,0,0,4,0,5,0,0,0,0,0,0,0,
57,2720,TB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Got tied up by blue feeder, was watching lunatecs to pay attention to 2720"
57,103,RA,1,0,0,0,0,0,2,0,1,0,0,0,0,0,Stolen from by 316! what happened chat.
57,316,CJ,3,0,0,0,1,0,6,0,1,0,0,0,0,0,
58,56,AD,0,0,0,0,1,0,6,0,0,0,0,1,0,0,
58,75,SJ,1,0,0,0,0,0,4,0,0,0,0,1,1,0,
58,8513,LB,1,0,0,0,3,0,2,0,0,1,0,1,0,0,Sister's was able to trap and did generally good scoring didn't miss at all.
58,1391,AV,4,0,0,0,0,0,4,0,1,0,0,1,1,0,
58,2722,CJ,3,0,0,0,1,0,5,0,0,0,0,0,0,0,Attempted crime
59,2539,SJ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Was disabled for half of the match. Played passing me defense after that
59,2590,LB,1,0,0,0,0,0,5,0,1,1,0,1,0,0,
59,5895,AD,5,0,0,0,5,0,6,0,0,0,0,0,0,0,
59,6226,CJ,0,0,0,0,0,0,0,0,1,0,0,1,0,0,
59,1923,AV,0,0,0,0,4,0,2,0,0,0,0,1,0,0,
59,484,RA,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Playing as a defence bot and scoring in free time. Very good defence bot. Shooter broke. Very quick climb.
60,6921,RA,3,0,0,0,1,0,4,0,0,0,0,1,0,0,Attempted to buddy climb decided they couldn't and pivoted rapidly. Extremely fast climb.
60,834,CJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shooter not working and climber likely not working
60,1218,LB,1,0,0,0,2,0,3,0,0,0,0,1,0,0,
60,0,,2,0,0,0,1,0,5,0,0,0,0,0,0,0,Missed shots frequently
60,272,AV,1,0,0,0,4,0,4,0,0,1,0,1,0,0,
61,5684,VC,1,0,0,0,2,0,6,0,0,0,0,1,0,0,Auton tried to pick up from center but failed
61,2495,MI,1,0,0,0,3,0,2,0,0,0,0,1,1,0,
61,1640,CJ,4,0,0,0,1,0,0,0,1,0,0,0,0,0,Jammed note played defense
61,7414,DJ,3,0,0,0,0,0,4,0,0,0,0,0,0,0,
61,5181,Sb,1,0,0,0,0,0,7,0,0,0,0,1,1,0,"Ran one note auto
Probably scored one more note in speaker"
61,555,RA,1,0,0,0,0,0,2,0,0,0,0,1,1,0,Tried to grab from center. Shooter is slow and inconsistent.
62,2607,RA,3,0,0,0,0,0,5,0,1,0,0,1,1,0,shot from the center line twice only missed one. Using there range to lib rounds very fast. Very very fast rotation they scored low because they ferried instead for the beginning of the matvh.
62,3142,MI,1,0,0,0,7,0,4,0,0,0,0,0,0,0,
62,1403,DJ,0,0,0,0,5,0,3,0,0,0,0,1,0,0,Really well during teleop however there auto didn't do anything
62,4285,VC,2,0,0,0,0,0,3,0,1,0,0,0,0,0,Fed most of the match
62,4361,CJ,1,0,0,0,0,0,4,0,0,0,0,1,0,0,
62,219,Sb,4,0,0,0,0,0,6,0,0,0,0,1,1,0,Were going for center centerline note but 1403 auto interfered might have just collected the note though
63,222,VC,0,0,1,0,0,0,8,0,0,0,0,1,0,0,Got penalized in auto as they shot a ring outside of the alliance zone
63,7110,Sb,0,0,0,0,0,0,3,0,0,0,0,0,0,0,"Missed seeing thier auto shot
Also May have had one more note in speaker in tele
Toword the end they were driving around the field and am not sure if they were trying to play defense or what"
63,1279,RA,2,0,0,0,0,0,6,0,0,0,0,0,0,0,Missed one speaker in auto. Inconsistent shooting.
63,3637,SF,2,0,0,0,6,0,2,0,1,0,0,0,0,0,
63,321,MI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Mostly played defense
63,2191,DJ,1,0,0,0,2,0,0,0,0,0,0,0,0,0,It seems there intake broke during the match
64,223,Sb,3,0,0,0,0,0,5,0,1,0,0,0,0,0,"Begain the match by lobbing did not take when they started scoring but probably around 30-40seconds into tele
Probably scored one more note"
64,3314,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spent teleop disconnected or broken down
64,2720,VC,0,0,0,0,0,0,6,0,1,0,0,0,0,0,Tried to climb but failed
64,9094,MI,1,0,0,0,3,0,3,0,0,0,0,1,0,0,
64,4342,SF,4,0,0,0,4,0,4,0,0,0,0,1,0,0,
64,9027,AD,2,0,0,0,0,0,6,0,0,0,0,1,0,0,
65,102,VC,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Fell over
65,7045,LB,1,0,0,0,0,0,4,0,0,0,0,0,0,0,
65,714,ME,1,0,0,0,0,0,6,0,0,0,0,0,0,0,
65,1391,SF,0,0,0,0,0,0,8,0,1,0,0,0,0,0,
65,2722,TB,1,0,0,0,4,0,2,0,0,0,0,1,0,0,
65,1811,Sb,2,0,0,0,0,0,5,0,1,0,0,1,0,0,"Lobbed one note
Almost tipped when they stopped
Their robot get over top of an opponents bumpers briefly
Played some somewhat ok defense"
66,1257,VC,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Missed Auton preloaded and then played defense at source
66,11,Sb,0,0,0,0,4,0,0,0,0,0,0,0,0,1,"Amp only robot are ok
Climber appeared to have broken during the match but still climbed"
66,75,ME,1,0,0,0,0,0,1,0,1,0,0,1,1,0,
66,5401,LB,4,0,0,0,0,0,4,0,0,0,0,1,1,0,
66,341,SF,4,0,0,0,4,0,2,0,0,0,0,1,1,0,
66,5895,TB,3,0,0,0,3,0,4,0,1,0,0,1,1,0,
67,56,MI,3,0,0,0,0,0,3,0,0,0,0,0,0,0,
67,427,SG,1,0,0,0,4,0,3,0,0,0,0,0,0,0,
67,2590,LB,4,0,0,0,0,0,3,0,1,1,0,1,0,0,
67,272,ME,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
67,1807,TB,2,0,0,0,3,0,3,0,1,0,0,1,1,0,
67,316,AO,3,0,0,0,4,0,4,0,0,0,0,1,0,0,
68,6921,TB,3,0,0,0,4,0,3,0,0,0,0,1,0,0,
68,834,AO,1,0,0,0,0,0,3,0,0,0,0,1,0,0,
68,6226,SG,0,0,1,0,4,0,0,0,0,0,0,1,0,0,
68,4573,MI,2,0,0,0,0,0,7,0,0,0,0,1,1,0,
68,103,LB,1,0,0,0,1,0,1,0,1,0,0,1,0,0,
68,484,ME,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
69,1089,LB,1,0,0,0,1,0,6,0,0,0,0,1,0,0,
69,1676,AO,3,0,0,0,2,0,3,0,0,1,0,1,0,0,
69,365,TB,0,0,0,0,4,0,3,0,0,0,0,1,0,0,
69,1923,VC,3,0,0,0,5,0,7,0,0,0,0,0,0,0,"Didn't have time to climb, overall good shooting"
69,9015,SJ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Played passing for the whole match. Accidentally shot few notes out of the arena
69,5438,CJ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Played defense near source whole match
70,5992,AO,0,0,0,0,3,0,3,0,0,0,0,0,0,0,
70,2539,CJ,2,0,0,0,0,0,3,0,1,1,0,1,0,0,Really good at shuttling
70,1168,TB,2,0,0,0,1,0,2,0,1,0,0,0,0,0,
70,293,LB,2,0,0,0,0,0,5,0,0,0,0,0,0,0,
70,1218,SJ,2,0,0,0,0,0,5,0,0,0,0,1,0,0,
70,8513,AV,0,0,0,0,7,0,5,0,0,1,0,1,0,0,
71,222,AV,0,0,0,0,7,0,4,0,0,0,0,1,1,0,Arm didn't seem to work during auton
71,3142,LB,1,0,0,0,0,0,3,0,1,0,0,0,0,0,
71,1279,SJ,1,0,0,0,0,0,7,0,0,0,0,1,1,0,
71,2720,CJ,2,0,0,0,0,0,3,0,1,0,0,0,0,0,
71,7414,AO,4,0,0,0,0,0,6,0,0,0,0,0,0,0,
71,9094,TB,1,0,0,0,6,0,2,0,0,0,0,0,0,0,
72,2495,TB,1,0,0,0,4,0,4,0,0,0,0,0,0,0,
72,7110,AO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
72,1391,SJ,5,0,0,0,0,0,4,0,0,0,0,1,0,0,spent most of the time passing
72,4285,LB,4,0,0,0,0,0,2,0,1,0,0,0,0,0,
72,5181,AV,2,0,0,0,0,0,10,0,0,0,0,1,1,0,
72,2191,CJ,0,0,0,0,4,0,1,0,0,0,0,1,1,0,
73,5684,LB,1,0,0,0,2,0,5,0,0,0,0,1,0,0,
73,3314,AO,1,0,0,0,3,0,2,0,0,1,0,1,0,0,
73,11,VC,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Amp only bot
73,5401,TB,4,0,0,0,0,0,6,0,0,0,0,0,0,0,
73,4361,SF,1,0,0,0,4,0,4,0,0,0,0,1,0,0,
73,1811,SM,3,0,0,0,0,0,2,0,1,0,0,1,0,0,Seemed a bit slow with driving across field
74,1257,SF,1,0,0,0,0,0,1,0,1,0,0,0,0,0,
74,7045,SM,1,0,0,0,0,0,1,0,1,0,0,1,0,0,Driving was slow and missed most of attempted speaker shots
74,272,LB,0,0,0,0,5,0,2,0,0,0,0,0,0,0,
74,1403,VC,3,0,0,0,8,0,4,0,0,0,0,0,0,0,Was Fed to the whole room time
74,555,AO,3,0,0,0,0,0,3,0,1,0,0,0,0,0,
74,9027,TB,1,0,0,0,0,0,5,0,0,0,0,1,0,0,
75,223,VC,3,0,0,0,1,0,6,0,0,0,0,1,1,0,
75,75,RA,1,0,0,0,0,0,3,0,1,0,0,1,0,0,Quick rotation and consistent scoring they scored open because of lobbing.
75,834,TB,3,0,0,0,3,0,0,0,0,0,0,1,0,0,
75,3637,SM,1,0,0,0,0,0,1,0,1,0,0,1,0,0,Shot a good amount of notes to speaker from source for alliance then got a note stuck near the last 30 seconds
75,321,Sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Auto stoped before the centerline
Took a bit to intake and got a note stuck in thier bot
Played with pretty good defense
Didn't get the last second buddy or single climb"
75,1807,SF,0,0,2,0,6,0,4,0,1,0,0,1,1,0,
76,56,TB,1,0,0,0,0,0,6,0,0,0,0,1,1,0,
76,1640,VC,4,0,0,0,5,0,3,0,0,0,0,1,0,0,
76,4573,SM,0,0,0,0,0,0,9,0,0,0,0,1,0,0,"Missed their auto shots,but quick cycles"
76,9015,Sb,0,0,0,0,2,0,2,0,0,0,0,1,0,0,Might have missed some notes
76,5438,SF,1,0,0,0,1,0,1,0,0,0,0,0,0,1,
77,427,TB,3,0,0,0,4,0,2,0,0,0,0,0,0,0,
77,1089,RA,1,0,0,0,2,0,6,0,0,0,0,1,0,0,Good consistent shooting no misses. Takes a second to get into the amp. Intooter
77,6921,ME,0,0,0,0,0,0,2,0,0,0,0,1,0,0,
77,8513,SG,1,0,0,0,3,0,2,0,0,0,0,0,0,0,Consistent and efficient shooting
77,365,MI,3,0,0,0,3,0,0,0,1,0,0,1,0,0,
78,2607,MI,2,0,0,0,2,0,2,0,1,0,0,0,0,0,
78,1168,TB,4,0,0,0,1,0,1,0,1,0,0,0,0,0,
78,6226,RA,0,0,1,0,3,0,0,0,0,0,0,1,1,0,Didn't lob cause no shooter but they did ferry. Tank drive. Low points because lots of ferrying
78,1923,ME,0,0,0,0,0,0,3,0,0,0,0,1,0,0,
78,4342,SG,4,0,0,0,0,0,3,0,0,0,0,1,0,0,Played good but halfway was damaged by stage and played defense the rest of match
79,2590,RA,1,0,0,0,0,0,3,0,0,1,0,1,0,0,Missed a few shots.
79,1218,,3,0,0,0,3,0,4,0,0,0,0,1,0,0,
79,5895,SG,2,0,0,0,4,0,4,0,0,0,0,0,0,0,Tried but missed climb
79,1676,ME,2,0,0,0,0,0,4,0,1,1,0,0,0,0,
79,219,MI,1,0,0,0,0,0,1,0,0,0,0,0,0,0,
80,102,Sb,2,0,0,0,1,0,2,0,1,0,0,0,0,0,"I believe they could have picked a note from the centerline had it not been taken
I was a bit distracted"
80,2539,RA,1,0,0,0,0,0,2,0,1,0,0,0,0,0,Tried to grab from center line. They spent a massive amount of time lobing and not scoring. Failed to climb but looks like they can given time.
80,714,ME,1,0,0,0,0,0,3,0,0,0,0,1,0,0,
80,293,TB,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Was distracted by lunatecs
80,103,MI,4,0,0,0,0,0,5,0,1,0,0,1,1,0,
80,316,SG,2,0,0,0,5,0,7,0,0,0,0,1,1,0,
81,5684,CJ,2,0,0,0,3,0,2,0,0,0,0,0,0,1,"Hit and broke down near stage,took a foul"
81,7045,SJ,1,0,0,0,0,0,2,0,0,0,0,1,0,0,Was not able to shoot very well also had ring stuck in robot for 15 seconds ish
81,7110,RA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Missed several speaker shots. Trying to be a defence bot but did poorly.
81,272,TB,1,0,0,0,4,0,2,0,0,1,0,1,0,0,
81,1403,Sb,2,0,0,0,3,0,5,0,1,0,0,0,0,0,"Four note auto messed up
May have scored one more note 
Messed up climb
Lobbed like two or three notes"
82,222,TB,1,0,1,0,4,0,1,0,1,0,0,0,0,0,
82,223,SJ,1,0,0,0,1,0,4,0,0,0,0,1,1,0,
82,5401,CJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
82,7414,RA,3,0,0,0,0,0,6,0,1,0,0,0,0,0,Good shooting but slow to rotate.
82,555,VC,1,0,0,0,4,0,1,0,0,0,0,1,0,0,Was a little slow when picking up and placing in amp
82,2191,Sb,0,0,0,0,1,0,1,0,0,0,0,1,0,0,"Stayed in place in auto
Note fell out of their intake \shooter into bot for time 
Played defence"
83,2495,SJ,0,0,0,0,4,0,1,0,0,0,0,1,1,0,
83,75,TB,1,0,0,0,0,0,4,0,1,0,0,0,0,0,
83,834,AV,3,0,0,0,0,0,4,0,0,0,0,1,0,0,
83,1279,CJ,2,0,0,0,0,0,7,0,0,0,0,1,1,0,
83,9015,LB,3,0,0,0,4,0,1,0,1,0,0,0,0,0,
84,6921,CJ,2,0,0,0,4,0,2,0,0,0,0,1,0,0,
84,1391,TB,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Lobster
84,2720,AV,1,0,0,0,0,0,3,0,1,0,0,0,0,0,
84,365,Sb,1,0,0,0,3,0,7,0,0,0,0,1,1,0,"Didn't shoot second note in auto
While filling in data I may have missed two notes in speaker and one in amp"
84,5181,SJ,3,0,0,0,0,0,8,0,0,0,0,0,0,0,
85,427,LB,3,0,0,0,5,0,1,0,0,0,0,0,0,0,
85,1168,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
85,4285,TB,3,0,0,0,0,0,5,0,0,0,0,0,0,0,
85,321,AV,1,0,0,0,0,0,3,0,0,0,0,0,0,0,
85,4573,SM,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"Missed auto shot, started playing defense in the middle of match"
85,1811,Cc,2,0,0,0,0,0,5,0,0,0,0,1,0,1,
86,341,VC,6,0,5,0,0,0,0,0,0,0,0,1,1,0,Failed 3 note far Auton
86,3637,Cc,0,0,0,0,0,0,0,0,0,0,0,1,0,1,These are real stats
86,1676,AV,4,0,0,0,4,0,6,0,0,1,0,1,0,0,
86,2722,LB,1,0,0,0,3,0,4,0,0,0,0,1,0,0,
86,1807,SM,2,0,0,0,0,0,4,0,1,0,0,1,1,0,Shot several from source for them and their alliance to use during amplification
86,4342,TB,3,0,0,0,4,0,4,0,0,0,0,1,0,0,
87,102,SM,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Lobbied a lot of notes for their alliance but also got two stuck on the stage microphones
87,3314,Cc,3,0,0,0,6,0,5,0,0,1,0,1,0,0,
87,2539,LB,1,0,0,0,0,0,3,0,1,1,0,1,0,0,
87,5895,VC,1,0,0,0,2,0,4,0,1,0,0,1,0,0,Auton messed up even though nobody touched them
87,1923,SF,0,0,0,0,6,0,5,0,1,1,0,1,0,0,
87,5438,TB,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
88,56,TB,1,0,0,0,3,0,3,0,0,0,0,0,0,0,
88,1257,LB,1,0,0,0,2,0,0,0,0,0,0,0,0,0,
88,1089,VC,2,0,0,0,2,0,5,0,1,0,0,0,0,0,Failed climb and auto was good as they were hit multiple times but they readjusted
88,293,SM,3,0,0,0,0,0,5,0,0,0,0,0,0,0,Missed picking up one of the notes in auto
88,6226,SF,0,0,0,0,5,0,0,0,0,0,0,1,1,0,
88,219,Cc,3,0,0,0,0,0,8,0,0,0,0,0,0,0,
89,2607,Cc,4,0,0,0,5,0,3,0,0,0,0,1,0,0,
89,1218,MI,2,0,0,0,2,0,3,0,0,0,0,1,0,0,
89,9094,Sb,2,0,0,0,2,0,2,0,0,0,0,1,0,1,"Were constant stopping
Shot a note out in auto
May have scored one more note in tele"
89,316,ME,2,0,0,0,0,0,3,0,0,0,0,1,1,0,
89,484,SG,0,0,0,0,1,0,0,0,0,0,0,1,1,0,"No auto, played defense"
90,2590,SG,1,0,0,0,0,0,2,0,1,0,0,0,0,0,"Really good lobbing bot, tipped upside down while climbing"
90,11,Cc,0,0,2,0,6,0,0,0,0,0,0,1,0,0,
90,8513,TB,5,0,0,0,0,0,4,0,0,1,0,1,0,0,
90,3142,MI,1,0,0,0,4,0,6,0,0,0,0,0,0,0,
90,103,ME,1,0,0,0,2,0,4,0,1,0,0,1,0,0,
91,223,TB,4,0,0,0,0,0,3,0,0,0,0,1,0,0,
91,7045,ME,1,0,0,0,0,0,4,0,1,0,0,1,0,0,
91,7110,SG,1,0,0,0,0,0,3,0,0,0,0,1,0,0,"Struggled to pick up notes, played defense"
91,1403,Cc,2,0,0,0,5,0,2,0,0,0,0,1,0,0,
91,5181,MI,1,0,0,0,0,0,8,0,0,0,0,0,0,0,Attempted to climb but failed to do so
91,9015,CH,2,0,0,0,0,0,0,0,0,0,0,1,0,0,
92,222,MI,1,0,1,0,1,0,6,0,0,0,0,0,0,0,Attempted to harmony but time ran out
92,75,TB,2,0,0,0,3,0,1,0,0,0,0,1,1,0,
92,365,ME,1,0,0,0,2,0,2,0,0,0,0,0,0,0,
92,4573,Cc,3,0,0,0,0,0,3,0,0,0,0,1,0,1,Intake broke
92,9027,SG,1,0,0,0,0,0,2,0,0,0,0,0,0,0,Missed climb
93,427,CJ,2,0,0,0,1,0,2,0,0,0,0,0,0,0,
93,1640,Cc,2,0,0,0,2,0,4,0,0,0,0,0,0,1,Discon
93,1168,SJ,1,0,0,0,2,0,4,0,0,0,0,0,0,0,
93,834,AV,3,0,0,0,0,0,3,0,0,0,0,0,0,0,
93,2722,TB,1,0,0,0,5,0,3,0,0,0,0,1,0,0,
94,5684,CJ,0,0,0,0,2,0,5,0,0,0,0,1,0,0,
94,6921,SJ,0,0,0,0,6,0,0,0,0,0,0,1,0,0,Insufficient force delivered when going for speaker
94,1279,Cc,1,0,0,0,0,0,5,0,0,0,0,1,1,0,
94,341,HHH,1,0,0,0,0,0,2,0,0,0,0,0,1,0,They shot notes into on to their side to feed the other bots
94,4285,AV,4,0,0,0,0,0,7,0,0,0,0,0,0,0,
94,1923,TB,2,0,0,0,7,0,7,0,0,0,0,0,0,0,
95,56,SJ,1,0,0,0,0,0,4,0,0,0,0,1,0,0,Ambiguous climbing and also buddy climbimg
95,2495,TB,1,0,0,0,5,0,5,0,0,0,0,1,0,0,
95,2539,Cc,2,0,0,0,3,0,0,0,1,0,0,1,0,0,Failed trap
95,272,HHH,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Note got stuck in their intake and couldn't shoot
95,4361,CJ,0,0,0,0,2,0,2,0,0,0,0,0,0,0,
95,4342,AV,4,0,0,0,3,0,1,0,0,0,0,1,0,0,
96,102,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
96,1257,CJ,1,0,0,0,2,0,1,0,0,0,0,0,0,0,Disabled a couple times for a few seconds
96,293,SJ,3,0,0,0,0,0,1,0,0,0,0,0,0,1,Disabled during the match
96,1807,Cc,3,0,0,0,5,0,3,0,0,0,0,0,0,0,auto on amp side
96,2191,AV,0,0,0,0,2,0,0,0,0,0,0,1,0,0,
96,484,HHH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Played pretty good defense

